dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
24870,5,10.0.0.12,10.0.0.8,472,46256,483,227000000,483000000000.0,11,2997,29,2842,0,1,ICMP,3,110425596,110773484,2458,2458.0,4916.0,0
30522,6,10.0.0.7,10.0.0.11,917,89866,940,14000000,940000000000.0,3,2063,29,2842,0,1,ICMP,3,198541,271118205,0,0.0,0.0,0
33903,1,10.0.0.5,10.0.0.2,710,69580,728,351000000,728000000000.0,3,3034,29,2842,0,1,ICMP,1,106189,135562112,0,0.0,0.0,0
3339,4,10.0.0.9,10.0.0.5,106466,113492756,234,523000000,235000000000.0,4,7916,13536,14429376,451,0,UDP,2,4468,1382,0,0.0,0.0,0
3309,5,10.0.0.9,10.0.0.5,93182,99332012,206,740000000,207000000000.0,4,7916,13523,14415518,450,0,UDP,1,699267046,3706,0,0.0,0.0,0
2679,7,10.0.0.10,10.0.0.3,57530,59946260,197,362000000,197000000000.0,2,2385,7674,7996308,255,0,UDP,1,3691,1242,0,0.0,0.0,1
3639,5,10.0.0.3,10.0.0.5,126629,131947418,437,312000000,437000000000.0,2,7916,7165,7465930,238,0,UDP,2,8025,1584,0,0.0,0.0,1
2649,1,10.0.0.1,10.0.0.3,131437,140111842,317,26000000,317000000000.0,4,2385,2369,2525354,78,0,UDP,1,3943,168353524,0,2759.0,2759.0,1
24840,5,10.0.0.8,10.0.0.10,96920,100990640,352,230000000,352000000000.0,11,2997,8671,9035182,289,1,ICMP,2,85640079,87365617,2387,2387.0,4774.0,1
10236,2,10.0.0.10,10.0.0.7,106175,110634350,353,403000000,353000000000.0,2,1931,6086,6341612,202,0,UDP,2,3520,3716,0,0.0,0.0,1
2488,3,10.0.0.6,10.0.0.7,22,1888,123,246000000,123000000000.0,3,1931,9,856,0,1,ICMP,3,4266,3339,0,0.0,0.0,0
6492,4,10.0.0.2,10.0.0.9,34597,14782222,257,428000000,257000000000.0,5,2385,8012,663228,267,1,TCP,2,105767,6030042,0,0.0,2.0,1
11515,5,10.0.0.1,10.0.0.9,91478,85599258,435,728000000,436000000000.0,7,4357,10255,9853152,341,1,TCP,1,135559596,135758389,148,386,3421.0,0
29832,7,10.0.0.8,10.0.0.4,260006,147128002,1881,999000000,1880000000000.0,12,8803,18898,14953872,629,1,UDP,2,1269981973,990596183,20580,16577,20580.0,1
42005,2,10.0.0.3,10.0.0.2,17,1488,0,0,0.0,2,4,0,0,0,0,1,ICMP,2,2668,856,0,0.0,0.0,0
11904,6,10.0.0.4,10.0.0.10,50627,50240352,296,276419823,296839692518.0,2,2211,5727,6029590,190,0,TCP,3,148920594,130037168,2339,1951,2983.0,1
17210,1,10.0.0.11,10.0.0.6,49365,43129572,332,472963002,333025145387.0,5,3251,6234,5495646,207,0,UDP,1,89575803,89594012,940,940,1881.0,0
