dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,0,10.0.0.2,0,0,0,0,0,2,4,0,0,0,0,1,ICMP,3,2668,856,0,0,0,0
6492,3,10.0.0.5,10.0.0.2,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,TCP,4,4266,3339,0,0,0,1
11515,4,10.0.0.10,10.0.0.6,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,ICMP,3,105767,6030042,0,0,2,0
29832,5,10.0.0.11,10.0.0.8,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,TCP,2,135559596,135758389,148,386,3421,1
42005,7,10.0.0.1,10.0.0.7,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,1,1269981973,990596183,20580,16577,20580,0
39910,4,10.0.0.6,10.0.0.4,1905,221758,142,715000000,1420000000,3,7401,12981,14787242,432,1,TCP,2,44487425,307769759,3914,145,4059,1
39241,2,10.0.0.1,10.0.0.7,147500,150137720,281,903000000,282000000000,3,1931,13528,14420848,450,0,UDP,1,608764775,2712,9010,0,9010,0
36607,3,10.0.0.5,10.0.0.8,126020,130015700,289,791000000,290000000000,2,2242,13684,14587144,456,0,UDP,1,4233,1382,0,0,0,1
30667,4,10.0.0.1,10.0.0.7,131321,135589458,1160,160000000,1160000000000,11,2053,29,2842,0,1,ICMP,2,271240235,255651705,2,2363,2365,0
33776,7,10.0.0.6,10.0.0.4,54664,2951856,180,211000000,180000000000,2,3982,9008,486432,300,1,TCP,2,5499,2958336,0,128,128,0
37863,2,10.0.0.10,10.0.0.7,44980,46869160,143,392000000,143000000000,4,1931,9439,9835438,314,0,UDP,3,4169,280582743,0,10293,10293,1
39093,5,10.0.0.20,10.0.0.8,22347,23285574,70,781000000,70781000000,3,1298,9741,10150122,324,0,UDP,3,3404,10048196,0,2678,2678,0
38209,3,10.0.0.10,10.0.0.8,87593,91271906,290,509000000,291000000000,3,1943,7947,8280774,264,0,UDP,1,4266,143970278,0,0,0,0
...
35126,2,10.0.0.2,10.0.0.4,17257,18203790,274,619000000,274000000000,3,4484,7702,8132048,285,0,UDP,2,2230,9479918,0,0,0,1
37630,3,10.0.0.3,10.0.0.8,42462,44357030,210,531000000,211000000000,4,2053,8181,8561402,308,1,TCP,3,1520,646724,0,0,0,0
39091,4,10.0.0.4,10.0.0.6,3045,381568,94,372000000,94372000000,2,3982,9008,486432,300,1,TCP,2,5499,2958336,0,128,128,1
40201,5,10.0.0.5,10.0.0.7,17892,18998976,184,503000000,184000000000,3,1931,13528,14420848,450,0,UDP,1,608764775,2712,9010,0,9010,0
42005,7,10.0.0.8,10.0.0.1,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,1,1269981973,990596183,20580,16577,20580,1
