dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1,4,10.0.0.2,10.0.0.1,3900,35000,120,420000000,12042000000.0,7,3020,3143,320000,100,1,TCP,1,2050,1250,0,0.0,0.0,1
2,2,10.0.0.10,10.0.0.5,2300,24000,90,300000000,90300000000.0,4,1850,743,70000,100,0,UDP,3,1500,1450,0,0.0,0.0,0
3,7,10.0.0.6,10.0.0.8,3000,29000,150,500000000,150500000000.0,8,3500,2250,28000,100,1,TCP,2,2500,1850,0,0.0,0.0,1
4,1,10.0.0.4,10.0.0.9,4800,47000,200,700000000,200700000000.0,10,4000,3100,37000,100,0,UDP,1,3000,2250,0,0.0,0.0,0
5,3,10.0.0.7,10.0.0.3,3700,36000,140,450000000,140500000000.0,9,3300,2600,33000,100,1,ICMP,2,2000,1550,0,0.0,0.0,1
6,5,10.0.0.1,10.0.0.10,4500,44000,180,600000000,180600000000.0,11,3800,2750,38000,100,0,TCP,3,2500,1750,0,0.0,0.0,0
7,2,10.0.0.8,10.0.0.4,4200,41000,170,550000000,170500000000.0,10,3700,3000,36000,100,1,UDP,1,3000,2150,0,0.0,0.0,1
8,4,10.0.0.5,10.0.0.2,4900,48000,190,650000000,190500000000.0,12,3900,3250,40000,100,0,ICMP,2,2000,1650,0,0.0,0.0,0
9,6,10.0.0.9,10.0.0.7,3600,35000,130,400000000,130400000000.0,8,3400,2400,30000,100,1,TCP,3,2500,1750,0,0.0,0.0,1
10,1,10.0.0.3,10.0.0.6,4700,46000,180,600000000,180600000000.0,11,3800,2750,38000,100,0,UDP,1,3000,2250,0,0.0,0.0,0
11,3,10.0.0.10,10.0.0.1,4400,43000,170,550000000,170500000000.0,10,3700,3000,36000,100,1,ICMP,2,2000,1550,0,0.0,0.0,1
12,5,10.0.0.8,10.0.0.5,5100,50000,210,750000000,210500000000.0,13,4000,3350,42000,100,0,TCP,3,2500,1850,0,0.0,0.0,0
13,2,10.0.0.4,10.0.0.9,4800,47000,200,700000000,200700000000.0,10,4000,3100,37000,100,1,UDP,1,3000,2150,0,0.0,0.0,1
14,4,10.0.0.2,10.0.0.10,3900,38000,120,420000000,12042000000.0,7,3020,3143,320000,100,0,ICMP,2,2000,1450,0,0.0,0.0,0
15,7,10.0.0.7,10.0.0.3,3700,36000,140,450000000,140500000000.0,9,3300,2600,33000,100,1,TCP,3,2500,1750,0,0.0,0.0,1
16,1,10.0.0.5,10.0.0.8,2300,22000,90,300000000,90300000000.0,4,1850,743,70000,100,0,UDP,3,1500,1350,0,0.0,0.0,0
17,3,10.0.0.6,10.0.0.1,3000,29000,150,500000000,150500000000.0,8,3500,2250,28000,100,1,ICMP,2,2000,1550,0,0.0,0.0,1
18,5,10.0.0.9,10.0.0.4,4800,47000,200,700000000,200700000000.0,10,4000,3100,37000,100,0,TCP,1,2050,1250,0,0.0,0.0,0
19,2,10.0.0.3,10.0.0.7,3700,36000,140,450000000,140500000000.0,9,3300,2600,33000,100,1,UDP,1,3000,2150,0,0.0,0.0,1
20,4,10.0.0.8,10.0.0.2,4200,41000,170,550000000,170500000000.0,10,3700,3000,36000,100,0,ICMP,2,2000,1650,0,0.0,0.0,0
21,6,10.0.0.1,10.0.0.5,4500,44000,180,600000000,180600000000.0,11,3800,2750,38000,100,1,TCP,3,2500,1850,0,0.0,0.0,1
22,1,10.0.0.10,10.0.0.6,4900,48000,190,650000000,190500000000.0,12,3900,3250,40000,100,0,UDP,1,3000,2250,0,0.0,0.0,0
23,3,10.0.0.4,10.0.0.1,4400,43000,170,550000000,170500000000.0,10,3700,3000,36000,100,1,ICMP,2,2000,1550,0,0.0,0.0,1
24,5,10.0.0.7,10.0.0.8,5100,50000,210,750000000,210500000000.0,13,4000,3350,42000,100,0,TCP,3,2500,1750,0,0.0,0.0,0
25,2,10.0.0.5,10.0.0.9,4800,47000,200,700000000,200700000000.0,10,4000,3100,37000,100,1,UDP,1,3000,2150,0,0.0,0.0,1
26,4,10.0.0.1,10.0.0.3,3900,38000,120,420000000,12042000000.0,7,3020,3143,320000,100,0,ICMP,2,2000,1450,0,0.0,0.0,0
27,7,10.0.0.10,10.0.0.2,2300,22000,90,300000000,90300000000.0,4,1850,743,70000,100,1,TCP,1,2050,1250,0,0.0,0.0,1
28,1,10.0.0.6,10.0.0.4,3000,29000,150,500000000,150500000000.0,8,3500,2250,28000,100,0,UDP,3,1500,1350,0,0.0,0.0,0
29,3,10.0.0.9,10.0.0.7,4800,47000,200,700000000,200700000000.0,10,4000,3100,37000,100,1,ICMP,2,2000,1550,0,0.0,0.0,1
30,5,10.0.0.8,10.0.0.3,3700,36000,140,450000000,140500000000.0,9,3300,2600,33000,100,0,TCP,3,2500,1750,0,0.0,0.0,0
31,2,10.0.0.4,10.0.0.10,4200,41000,170,550000000,170500000000.0,10,3700,3000,36000,100,1,UDP,1,3000,2150,0,0.0,0.0,1
32,4,10.0.0.7,10.0.0.1,4500,44
