dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,10.0.0.1,10.0.0.2,0,0,0,0,0,2,4,0,0,0,0,1,TCP,3,743,1245,0,0,0,1
6492,3,10.0.0.3,10.0.0.4,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,2,2056,3234,0,0,0,0
11515,4,10.0.0.5,10.0.0.6,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,ICMP,4,39025,72318068,0,2476,2476,1
29832,5,10.0.0.7,10.0.0.8,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,TCP,1,4260,1172,0,0,0,0
42005,7,10.0.0.9,10.0.0.10,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,UDP,4,890671153,6623,7676,0,7676,1
29202,7,10.0.0.11,10.0.0.12,341,33418,350,140000000,350000000000,4,1057,29,2842,0,1,ICMP,4,39025,72318068,0,2476,2476,0
5562,4,10.0.0.13,10.0.0.14,372,36456,381,902000000,382000000000,9,1264,29,2842,0,0,ICMP,4,70113795,70114285,2442,2442,4884,1
30552,3,10.0.0.15,10.0.0.16,799,78302,819,961000000,820000000000,11,2063,29,2842,0,1,ICMP,1,10351,6310,0,0,0,0
41043,4,10.0.0.17,10.0.0.18,41336,45491616,93,193000000,93193000000,3,35,13273,14502386,442,1,TCP,1,4260,1172,0,0,0,1
12115,4,10.0.0.19,10.0.0.20,99213,105761058,220,244000000,220000000000,3,2242,13474,14363284,449,0,UDP,4,890671153,6623,7676,0,7676,0
26837,5,10.0.0.21,10.0.0.22,27156,28296552,101,43000000,101000000000,4,948,7889,8220338,262,1,ICMP,2,28457868,23898,2221,0,2221,1
10266,3,10.0.0.23,10.0.0.24,112536,117262512,383,378000000,383000000000,2,1931,6364,6631288,212,0,UDP,3,3716,3590,0,0,0,1
11485,3,10.0.0.25,10.0.0.26,65897,68664674,210,876000000,211000000000,5,1943,9287,9677054,309,0,UDP,1,3795,1242,0,0,0,0
30762,2,10.0.0.27,10.0.0.28,131907,135646886,1760,222000000,1760000000000,7,2063,30,2940,1,1,ICMP,1,105803,135561902,0,0,0,1
31333,5,10.0.0.29,10.0.0.30,1,66,0,434000000,434000000,5,4022,0,0,0,1,TCP,1,5500,1312,0,0,0,0
...
99982,6,10.0.0.3993,10.0.0.3994,3986,411590,13,958000000,13000000000,3,3183,13,1291,0,1,UDP,3,4234,7231,0,0,0,1
99993,3,10.0.0.3995,10.0.0.3996,3989,411927,13,959000000,13000000000,2,3980,13,1291,0,1,TCP,2,4234,7231,0,0,0,0
100004,2,10.0.0.3997,10.0.0.3998,3992,412264,13,960000000,13000000000,3,3788,13,1291,0,1,ICMP,4,4234,7231,0,0,0,1
