dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1,3,10.0.0.2,10.0.0.7,749,71902,76,92000000,760000000000.0,7,2109,44,4194,1,1,ICMP,3,5456,1217,0,0.0,0.0,0
2,2,10.0.0.10,10.0.0.5,3064,297512,31,100000000,310000000000.0,4,5156,10,972,0,1,ICMP,1,5383,1345,0,0.0,0.0,1
3,7,10.0.0.12,10.0.0.8,973,95202,99,82000000,990000000000.0,4,2109,42,4096,1,1,ICMP,3,5456,1217,0,0.0,0.0,0
4,4,10.0.0.10,10.0.0.3,1401,136814,144,52000000,1440000000000.0,5,5156,41,3973,1,1,ICMP,1,5383,1345,0,0.0,0.0,1
5,1,10.0.0.4,10.0.0.8,621,59338,63,37000000,630000000000.0,6,2109,43,4170,1,1,ICMP,3,5456,1217,0,0.0,0.0,0
6,6,10.0.0.11,10.0.0.7,3193,310106,32,120000000,3200000000000.0,7,2109,45,4331,1,1,ICMP,3,5456,1217,0,0.0,0.0,1
7,5,10.0.0.9,10.0.0.5,1099,106318,112,60000000,1120000000000.0,5,5156,39,3735,1,1,ICMP,1,5383,1345,0,0.0,0.0,0
8,2,10.0.0.10,10.0.0.7,1908,186064,195,300000000,1950000000000.0,6,2109,44,4194,1,1,ICMP,3,5456,1217,0,0.0,0.0,1
9,7,10.0.0.12,10.0.0.8,1541,150122,156,38000000,1560000000000.0,4,5156,10,972,0,1,ICMP,1,5383,1345,0,0.0,0.0,0
10,4,10.0.0.10,10.0.0.3,3228,315336,32,82000000,3200000000000.0,7,2109,45,4331,1,1,ICMP,3,5456,1217,0,0.0,0.0,1
11,1,10.0.0.4,10.0.0.8,2081,202722,212,59000000,2120000000000.0,6,5156,39,3735,1,1,ICMP,1,5383,1345,0,0.0,0.0,0
12,6,10.0.0.11,10.0.0.7,1820,177360,186,160000000,1860000000000.0,7,2109,45,4331,1,1,ICMP,3,5456,1217,0,0.0,0.0,1
13,5,10.0.0.9,10.0.0.5,3284,320716,33,300000000,330000000000.0,5,5156,39,3735,1,1,ICMP,1,5383,1345,0,0.0,0.0,0
14,2,10.0.0.10,10.0.0.7,1537,149722,156,38000000,1560000000000.0,4,2109,44,4194,1,1,ICMP,3,5456,1217,0,0.0,0.0,1
15,7,10.0.0.12,10.0.0.8,3264,317656,33,300000000,330000000000.0,5,2109,45,4331,1,1,ICMP,3,5456,1217,0,0.0,0.0,0
16,4,10.0.0.10,10.0.0.3,3284,320716,33,300000000,330000000000.0,5,5156,39,3735,1,1,ICMP,1,5383,1345,0,0.0,0.0,1
17,1,10.0.0.4,10.0.0.8,1099,106318,112,60000000,1120000000000.0,5,2109,44,4194,1,1,ICMP,3,5456,1217,0,0.0,0.0,0
18,6,10.0.0.11,10.0.0.7,1401,136814,144,52000000,1440000000000.0,5,5156,41,3973,1,1,ICMP,1,5383,1345,0,0.0,0.0,1
19,5,10.0.0.9,10.0.0.5,749,71902,76,92000000,760000000000.0,7,2109,44,4194,1,1,ICMP,3,5456,1217,0,0.0,0.0,0
20,2,10.0.0.10,10.0.0.7,3064,297512,31,100000000,310000000000.0,4,5156,10,972,0,1,ICMP,1,5383,1345,0,0.0,0.0,1
21,7,10.0.0.12,10.0.0.8,1908,186064,195,300000000,1950000000000.0,6,2109,44,4194,1,1,ICMP,3,5456,1217,0,0.0,0.0,0
22,4,10.0.0.10,10.0.0.3,621,59338,63,37000000,630000000000.0,6,5156,39,3735,1,1,ICMP,1,5383,1345,0,0.0,0.0,1
23,1,10.0.0.4,10.0.0.8,3193,310106,32,120000000,3200000000000.0,7,2109,45,4331,1,1,ICMP,3,5456,1217,0,0.0,0.0,0
24,6,10.0.0.11,10.0.0.7,1099,106318,112,60000000,1120000000000.0,5,5156,39,3735,1,1,ICMP,1,5383,1345,0,0.0,0.0,1
25,5,10.0.0.9,10.0.0.5,2081,202722,212,59000000,2120000000000.0,6,5156,39,3735,1,1,ICMP,1,5383,1345,0,0.0,0.0,0
26,2,10.0.0.10,10.0.0.7,1541,150122,156,38000000,1560000000000.0,4,2109,44,4194,1,1,ICMP,3,5456,1217,0,0.0,0.0,1
27,7,10.0.0.12,10.0.0.8,3228,315336,32,82000000,3200000000000.0,7,2109,45,4331,1,1,ICMP,3,5456,1217,0,0.0,0.0,0
28,4,10.0.0.10,10.0.0.3,1820,177360,186,160000000,1860000000000.0,7,5156,41,3973,1,1,ICMP,1,5383,1345,0,0.0,0.0,1
29,1,10.0.0.4,10.0.0.8,3284,320716,33,300000000,330000000000.0,5,2109,45,4331,1,1,ICMP,3,5456,1217,0,0.0,0.0,0
30,6,10.0.0.11,10.0.0.7,1537,149722,156,38000000,1560000000000.0,4,5156,10,972,0,1,ICMP,1,5383,1345,0,0.0,0.0,1
31,5,10.0.0.9,10.0.0.5,3264,317656,33,300000000,330000000000.0,5,5156,39,3735,1,1,ICMP,1
