dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
9859,5,10.0.0.2,10.0.0.1,2551,253908,249,856000000,249000000000.0,4,2290,7,2842,0,1,ICMP,2,1371948,135548150,0,0.0,0.0,0
3592,3,10.0.0.1,10.0.0.3,819,81832,431,739000000,431000000000.0,3,1931,29,2842,0,1,ICMP,2,1359097,135559267,0,0.0,0.0,1
12750,1,10.0.0.4,10.0.0.2,18,1872,2,12000000,2.0,2,4,0,0,0,0,UDP,2,856,3413,0,0.0,0.0,1
3200,4,10.0.0.14,10.0.0.3,20886,2118944,541,462000000,541000000000.0,5,8050,8393,486794,279,1,TCP,3,160105637,15490471,366,262.0,628.0,0
29073,7,10.0.0.3,10.0.0.4,1390,138522,10,62000000,10.0,3,2385,13468,14356888,448,0,UDP,4,5144,496653074,0,10239.0,10239.0,0
3217,2,10.0.0.2,10.0.0.6,1498,149432,30,243000000,30.0,2,7894,13531,14424046,451,0,UDP,4,5144,496653074,0,10239.0,10239.0,1
2849,3,10.0.0.6,10.0.0.2,13,1344,2,12000000,2.0,2,4,0,0,0,0,UDP,1,4414,110591624,0,6476.0,6476.0,0
41002,6,10.0.0.3,10.0.0.11,937,93474,504,919000000,504000000000.0,7,4930,29,2842,0,1,ICMP,2,134093387,406738729,2,2.0,4.0,1
16793,2,10.0.0.4,10.0.0.7,18,1872,2,12000000,2.0,2,4,0,0,0,0,UDP,1,4414,110591624,0,6476.0,6476.0,1
42005,7,10.0.0.6,10.0.0.10,260006,147128002,1881,999000000,1880000000000.0,12,8803,18898,14953872,629,1,TCP,3,1269981973,990596183,20580,16577,20580,0
3389,3,10.0.0.1,10.0.0.4,26,2624,2,12000000,2.0,2,4,0,0,0,0,UDP,4,5144,496653074,0,10239.0,10239.0,1
11861,2,10.0.0.6,10.0.0.3,5,544,2,12000000,2.0,2,4,0,0,0,0,UDP,3,3404,3236,0,0.0,0.0,0
31809,4,10.0.0.14,10.0.0.3,20889,211908,541,462000000,541000000000.0,5,8050,8393,486794,279,1,TCP,2,1359097,135559267,0,0.0,0.0,1
2488,6,10.0.0.3,10.0.0.2,79668,84926088,176,806000000,177000000000.0,3,2385,13468,14356888,448,0,UDP,2,3413,3833,0,0.0,0.0,0
20881,6,10.0.0.2,10.0.0.11,18,1872,2,12000000,2.0,2,4,0,0,0,0,UDP,4,5144,496653074,0,10239.0,10239.0,1
12095,4,10.0.0.14,10.0.0.2,18,1872,2,12000000,2.0,2,4,0,0,0,0,UDP,1,4414,110591624,0,6476.0,6476.0,0
29945,2,10.0.0.4,10.0.0.1,2551,253908,249,856000000,249000000000.0,4,2290,7,2842,0,1,ICMP,3,271370606,135912144,0,0.0,0.0,1
12801,1,10.0.0.3,10.0.0.6,1498,149432,30,243000000,30.0,2,7894,13531,14424046,451,0,UDP,2,3413,3833,0,0.0,0.0,0
39953,5,10.0.0.14,10.0.0.2,18,1872,2,12000000,2.0,2,4,0,0,0,0,UDP,3,3404,3236,0,0.0,0.0,1
30891,7,10.0.0.11,10.0.0.10,677,66346,693,241000000,693000000000.0,9,4930,29,2842,0,1,ICMP,4,270309567,135566057,0,0.0,0.0,0
16161,3,10.0.0.6,10.0.0.7,131791,135635518,1641,429000000,1640000000000.0,7,2800,29,2842,0,1,ICMP,4,270309567,135566057,0,0.0,0.0,1
3279,7,10.0.0.3,10.0.0.5,24177,25192434,77,397000000,77397000000.0,3,7916,9211,9597862,307,0,UDP,1,4414,110591624,0,6476.0,6476.0,1
23342,1,10.0.0.4,10.0.0.14,85499,4958942,288,229000000,288000000000.0,5,8050,8393,486794,279,1,TCP,4,5144,496653074,0,10239.0,10239.0,0
14463,4,10.0.0.6,10.0.0.2,13,1344,2,12000000,2.0,2,4,0,0,0,0,UDP,3,3404,3236,0,0.0,0.0,1
38152,2,10.0.0.1,10.0.0.6,1498,149432,30,243000000,30.0,2,7894,13531,14424046,451,0,UDP,3,3404,3236,0,0.0,0.0,0
39053,5,10.0.0.14,10.0.0.7,131791,135635518,1641,429000000,1640000000000.0,7,2800,29,2842,0,1,ICMP,2,134093387,406738729,2,2.0,4.0,1
13587,3,10.0.0.5,10.0.0.2,2551,253908,249,856000000,249000000000.0,4,2290,7,2842,0,1,ICMP,1,106167,135561944,0,0.0,0.0,0
34135,1,10.0.0.3,10.0.0.14,85499,4958942,288,229000000,288000000000.0,5,8050,8393,486794,279,1,TCP,1,4414,110591624,0,6476.0,6476.0,1
9308,6,10.0.0.4,10.0.0.5,43605,46482930,96,417000000,96417000000.0,2,7894,13531,14424046,451,0,UDP,4,5144,496653074,0,10239.0,10239.0,0
25299,7,10.0.0.3,10.0.0.1,2551,2539
