dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
33393,2,10.0.0.3,10.0.0.11,967,94766,988,540000000,989000000000.0,11,3024,30,2940,1,1,ICMP,2,135466109,39898234,0,2713.0,2713.0,0
2488,1,10.0.0.1,10.0.0.3,21333,22740978,47,9000000,47009000000.0,2,219,13632,14531712,454,0,UDP,1,3104,22785758,0,3838.0,3838.0,0
6012,3,10.0.0.11,10.0.0.5,763,74774,781,872000000,782000000000.0,11,1286,29,2842,0,0,ICMP,1,271156626,271055454,2,2.0,4.0,0
33213,2,10.0.0.2,10.0.0.5,37,3626,38,296000000,38296000000.0,9,2390,30,2940,1,1,ICMP,1,271164600,270346372,2,2.0,4.0,0
32703,2,10.0.0.3,10.0.0.11,291,28518,298,471000000,298000000000.0,11,2364,29,2842,0,1,ICMP,4,69268759,70083477,2816,2816.0,5632.0,0
27978,2,10.0.0.7,10.0.0.1,131352,135592496,1191,355000000,1190000000000.0,5,2790,29,2842,0,1,ICMP,4,135746755,271205175,1,1.0,2.0,1
11695,4,10.0.0.10,10.0.0.8,95541,99553722,320,312000000,320000000000.0,3,1943,8012,8348504,267,0,UDP,1,4266,143970278,0,0.0,0.0,1
15005,5,10.0.0.8,10.0.0.11,5586,368872,19,142000000,19142000000.0,3,7401,0,0,0,1,TCP,1,4624,1472,0,0.0,0.0,1
27768,5,10.0.0.8,10.0.0.7,83266,86763172,294,386000000,294000000000.0,6,2790,8692,9057064,289,1,ICMP,1,85754115,1928,2444,0.0,2444.0,1
9846,1,10.0.0.1,10.0.0.7,6002,6398132,13,242000000,13242000000.0,2,1910,0,0,0,0,UDP,4,3362,3022,0,0.0,0.0,1
2939,4,10.0.0.3,10.0.0.2,3271,327716,118,370000000,118370000000.0,8,1832,30,2940,1,1,ICMP,1,271164600,270346372,2,2.0,4.0,0
27093,3,10.0.0.11,10.0.0.7,844,83784,867,631000000,867060000000.0,11,2790,30,2940,1,1,ICMP,2,135746755,271205175,1,1.0,2.0,0
39862,3,10.0.0.7,10.0.0.2,664,65640,734,590000000,734000000000.0,10,2790,30,2940,1,1,ICMP,1,271164600,270346372,2,2.0,4.0,1
37884,4,10.0.0.2,10.0.0.10,1711,170466,193,144000000,193144000000.0,3,1910,30,2940,1,1,ICMP,4,69268759,70083477,2816,2816.0,5632.0,1
38155,2,10.0.0.5,10.0.0.3,2590,256590,274,222000000,274222000000.0,7,2390,30,2940,1,1,ICMP,1,271164600,270346372,2,2.0,4.0,0
37802,3,10.0.0.7,10.0.0.3,499,49494,521,415000000,521415000000.0,9,2790,30,2940,1,1,ICMP,2,135466109,39898234,0,2713.0,2713.0,1
30457,4,10.0.0.8,10.0.0.10,10300,1033400,893,717000000,893717000000.0,3,1943,8012,8348504,267,0,UDP,1,4266,143970278,0,0.0,0.0,0
39168,4,10.0.0.3,10.0.0.8,1481,147762,163,128000000,163128000000.0,4,1832,30,2940,1,1,ICMP,4,69268759,70083477,2816,2816.0,5632.0,1
32000,2,10.0.0.8,10.0.0.1,2777,275954,256,204000000,256204000000.0,3,2790,30,2940,1,1,ICMP,4,135746755,271205175,1,1.0,2.0,0
17479,4,10.0.0.2,10.0.0.1,17,1682,18,144000000,18144000000.0,2,2390,30,2940,1,1,ICMP,1,271164600,270346372,2,2.0,4.0,1
20985,4,10.0.0.5,10.0.0.7,828,82048,862,687000000,862687000000.0,9,2390,30,2940,1,1,ICMP,2,135746755,271205175,1,1.0,2.0,0
18462,3,10.0.0.2,10.0.0.7,22,2186,23,184000000,23184000000.0,2,2390,30,2940,1,1,ICMP,4,135746755,271205175,1,1.0,2.0,1
33894,3,10.0.0.10,10.0.0.3,1033,102882,1044,835000000,1044835000000.0,11,1943,30,2940,1,1,ICMP,2,135466109,39898234,0,2713.0,2713.0,0
27387,5,10.0.0.2,10.0.0.5,497,49210,504,405000000,504405000000.0,9,2390,30,2940,1,1,ICMP,1,271164600,270346372,2,2.0,4.0,1
14097,2,10.0.0.5,10.0.0.1,6,594,7,56000000,756000000.0,2,2390,30,2940,1,1,ICMP,4,135746755,271205175,1,1.0,2.0,0
26763,4,10.0.0.10,10.0.0.7,966,96366,977,781000000,977781000000.0,11,1943,30,2940,1,1,ICMP,2,135746755,271205175,1,1.0,2.0,1
37296,2,10.0.0.3,10.0.0.10,1471,146762,155,124000000,155124000000.0,4,1832,30,2940,1,1,ICMP,4,69268759,70083477,2816,2816.0,5632.0,0
34133,3,10.0.0.11,10.0.0.2,13,1274,14,112000000,14112000000.0,2,3024,30,2940,1,1,ICMP,1,271164600,270346372,2,2.0,4.0,1
36038,5,10.0.0.8,10.0.0.2,2580,255600,266,213000000,266213000000.0,3,2790,30,2940,1,1,ICMP,4,13
