dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
2488,1,10.0.0.1,10.0.0.2,0,0,0,0,0,2,4,0,0,0,0,1,TCP,4,1236,2668,0,0,0,0
6492,3,10.0.0.4,10.0.0.1,704,69776,123,246000000,123000000000,3,1931,29,2842,0,0,UDP,3,3339,4266,0,0,0,1
11515,4,10.0.0.3,10.0.0.7,34597,14782222,257,428000000,257000000000,5,2385,8012,663228,267,1,ICMP,2,6030042,105767,0,0,2,0
29832,5,10.0.0.2,10.0.0.4,91478,85599258,435,728000000,436000000000,7,4357,10255,9853152,341,1,UDP,1,135758389,135559596,386,148,3421,1
42005,7,10.0.0.9,10.0.0.5,260006,147128002,1881,999000000,1880000000000,12,8803,18898,14953872,629,1,TCP,5,990596183,1269981973,16577,20580,20580,0
20394,6,10.0.0.4,10.0.0.5,2048,271790,30,72000000,3020000000.0,2,1090,18,1738,0,1,ICMP,2,5043,91003,0,0,0,1
16556,2,10.0.0.7,10.0.0.1,37402,35454832,115,829000000,115000000000.0,4,3802,3263,3288478,286,0,UDP,1,135875,148045,0,0,0,0
19246,1,10.0.0.2,10.0.0.4,13203,14373090,67,853000000,67000000000.0,3,2414,4,380,0,0,TCP,2,611,1167,0,0,0,1
17892,4,10.0.0.6,10.0.0.9,1525,135954,18,82000000,1820000000.0,2,943,0,0,0,0,UDP,3,4164,4386,0,0,0,0
35862,3,10.0.0.5,10.0.0.3,818,76436,11,92000000,1120000000.0,2,943,0,0,0,0,ICMP,2,5019,5020,0,0,0,1
31506,5,10.0.0.8,10.0.0.2,879,81962,10,80000000,10000000000.0,2,943,0,0,0,0,TCP,4,3155,3156,0,0,0,0
44426,7,10.0.0.10,10.0.0.1,3593,335824,32,92000000,3120000000.0,3,1518,22,2118,0,1,UDP,3,4223,4224,0,0,0,1
53151,2,10.0.0.6,10.0.0.4,919,86142,11,72000000,1112000000.0,2,943,0,0,0,0,ICMP,2,5020,5019,0,0,0,0
73772,4,10.0.0.7,10.0.0.5,839,77230,10,70000000,1010000000.0,2,943,0,0,0,0,TCP,1,2668,1236,0,0,0,1
83463,1,10.0.0.9,10.0.0.3,902,84518,11,60000000,1112000000.0,2,943,0,0,0,0,UDP,3,4386,4164,0,0,0,0
97499,3,10.0.0.10,10.0.0.7,2090,194006,25,72000000,2520000000.0,2,1090,0,0,0,0,ICMP,2,91003,5043,0,0,0,1
91937,5,10.0.0.1,10.0.0.8,895,83710,11,50000000,1112000000.0,2,943,0,0,0,0,TCP,3,3156,3155,0,0,0,1
87487,6,10.0.0.2,10.0.0.6,926,86374,11,40000000,1112000000.0,2,943,0,0,0,0,UDP,4,4224,4223,0,0,0,0
74437,2,10.0.0.5,10.0.0.10,912,85428,11,30000000,1112000000.0,2,943,0,0,0,0,ICMP,1,1167,611,0,0,0,1
83910,4,10.0.0.8,10.0.0.9,902,84518,11,20000000,1112000000.0,2,943,0,0,0,0,TCP,2,3155,3156,0,0,0,1
93518,1,10.0.0.6,10.0.0.2,919,86142,11,10000000,1112000000.0,2,943,0,0,0,0,UDP,2,5043,91003,0,0,0,0
72280,3,10.0.0.10,10.0.0.8,2090,194006,25,0,2520000000.0,2,1090,0,0,0,0,ICMP,3,4224,4223,0,0,0,1
95192,5,10.0.0.4,10.0.0.1,839,77230,10,0,1010000000.0,2,943,0,0,0,0,TCP,1,1236,2668,0,0,0,0
84445,6,10.0.0.3,10.0.0.9,902,84518,11,0,1112000000.0,2,943,0,0,0,0,UDP,4,4386,4164,0,0,0,1
99079,2,10.0.0.7,10.0.0.10,912,85428,11,0,1112000000.0,2,943,0,0,0,0,ICMP,2,5020,5019,0,0,0,0
96719,4,10.0.0.5,10.0.0.2,895,83710,11,0,1112000000.0,2,943,0,0,0,0,TCP,2,2668,1236,0,0,0,1
71914,1,10.0.0.1,10.0.0.6,926,86374,11,0,1112000000.0,2,943,0,0,0,0,UDP,1,1167,611,0,0,0,0
94537,3,10.0.0.9,10.0.0.4,919,86142,11,0,1112000000.0,2,943,0,0,0,0,ICMP,1,5043,91003,0,0,0,1
79065,5,10.0.0.2,10.0.0.8,895,83710,11,0,1112000000.0,2,943,0,0,0,0,TCP,3,3156,3155,0,0,0,1
99588,6,10.0.0.7,10.0.0.3,902,84518,11,0,1112000000.0,2,943,0,0,0,0,UDP,2,4164,4386,0,0,0,0
82250,2,10.0.0.4,10.0.0.5,912,85428,11,0,1112000000.0,2,943,0,0,0,0,ICMP,2,5019,5020,0,0,0,1
83715,4,10.0.0.10,10.0.0.9,902,84518,11,0,1112000000.0,2,943,0,0,0,0,TCP,4,3155,3156,0,0,0,1
91360,1,10.0.0.
