dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1,3,10.0.0.1,10.0.0.2,1000,20000,100,100000000,100000000000,2,1000,500,10000,50,0,TCP,1,25000,25000,100,100,200,0
2,4,10.0.0.2,10.0.0.3,2000,40000,200,200000000,20000000000,3,1500,500,13333,66,1,UDP,2,50000,50000,200,200,400,1
3,5,10.0.0.3,10.0.0.4,3000,60000,300,300000000,30000000000,4,2000,500,15000,75,0,ICMP,3,75000,75000,300,300,600,0
4,6,10.0.0.4,10.0.0.5,4000,80000,400,400000000,40000000000,5,2500,500,16000,80,1,TCP,4,100000,100000,400,400,800,1
5,7,10.0.0.5,10.0.0.6,5000,100000,500,500000000,50000000000,6,3000,500,16667,83,0,UDP,5,125000,125000,500,500,1000,0
6,8,10.0.0.6,10.0.0.7,6000,120000,600,600000000,60000000000,7,3500,500,17143,86,1,ICMP,6,150000,150000,600,600,1200,1
7,9,10.0.0.7,10.0.0.8,7000,140000,700,700000000,70000000000,8,4000,500,17500,88,0,TCP,7,175000,175000,700,700,1400,0
8,10,10.0.0.8,10.0.0.9,8000,160000,800,800000000,80000000000,9,4500,500,17778,89,1,UDP,8,200000,200000,800,800,1600,1
9,11,10.0.0.9,10.0.0.10,9000,180000,900,900000000,90000000000,10,5000,500,18000,90,0,ICMP,9,225000,225000,900,900,1800,0
10,12,10.0.0.10,10.0.0.11,10000,200000,1000,1000000000,100000000000,11,5500,500,18182,91,1,TCP,10,250000,250000,1000,1000,2000,1
11,13,10.0.0.11,10.0.0.12,11000,220000,1100,1100000000,110000000000,12,6000,500,18333,93,0,UDP,11,275000,275000,1100,1100,2200,0
12,14,10.0.0.12,10.0.0.13,12000,240000,1200,1200000000,120000000000,13,6500,500,18462,94,1,ICMP,12,300000,300000,1200,1200,2400,1
13,15,10.0.0.13,10.0.0.14,13000,260000,1300,1300000000,130000000000,14,7000,500,18571,95,0,TCP,13,325000,325000,1300,1300,2600,0
14,16,10.0.0.14,10.0.0.15,14000,280000,1400,1400000000,140000000000,15,7500,500,18667,96,1,UDP,14,350000,350000,1400,1400,2800,1
15,17,10.0.0.15,10.0.0.16,15000,300000,1500,1500000000,150000000000,16,8000,500,18750,97,0,ICMP,15,375000,375000,1500,1500,3000,0
16,18,10.0.0.16,10.0.0.17,16000,320000,1600,1600000000,160000000000,17,8500,500,18824,98,1,TCP,16,400000,400000,1600,1600,3200,1
17,19,10.0.0.17,10.0.0.18,17000,340000,1700,1700000000,170000000000,18,9000,500,18889,99,0,UDP,17,425000,425000,1700,1700,3400,0
18,20,10.0.0.18,10.0.0.19,18000,360000,1800,1800000000,180000000000,19,9500,500,18951,100,1,ICMP,18,450000,450000,1800,1800,3600,1
19,21,10.0.0.19,10.0.0.20,19000,380000,1900,1900000000,190000000000,20,10000,500,19000,100,0,TCP,19,475000,475000,1900,1900,3800,0
20,22,10.0.0.20,10.0.0.21,20000,400000,2000,2000000000,200000000000,21,10500,500,19053,101,1,UDP,20,500000,500000,2000,2000,4000,1
21,23,10.0.0.21,10.0.0.22,21000,420000,2100,2100000000,210000000000,22,11000,500,19103,102,0,ICMP,21,525000,525000,2100,2100,4200,0
22,24,10.0.0.22,10.0.0.23,22000,440000,2200,2200000000,220000000000,23,11500,500,19150,103,1,TCP,22,550000,550000,2200,2200,4400,1
23,25,10.0.0.23,10.0.0.24,23000,460000,2300,2300000000,230000000000,24,12000,500,19194,104,0,UDP,23,575000,575000,2300,2300,4600,0
24,26,10.0.0.24,10.0.0.25,24000,480000,2400,2400000000,240000000000,25,12500,500,19235,105,1,ICMP,24,600000,600000,2400,2400,4800,1
25,27,10.0.0.25,10.0.0.26,25000,500000,2500,2500000000,250000000000,26,13000,500,19274,106,0,TCP,25,625000,625000,2500,2500,5000,0
26,28,10.0.0.26,10.0.0.27,26000,520000,2600,2600000000,260000000000,27,13500,500,19310,107,1,UDP,26,650000,650000,2600,2600,5200,1
27,29,10.0.0.27,10.0.0.28,27000,540000,2700,2700000000,270000000000,28,14000,500,19345,108,0,ICMP,27,675000,675000,2700,2700,5400,0
28,30,10.0.0.28,10.0.0.29,28000,560000,2800,2800000000,280000000000,29,14500,500,19378,109,1,TCP,28,700000,700000,2800,2800,5600,1
29,31,10.0.0.29,10.0.0.30,29000,580000,2900,2900000000,290000000000,30,15000,500,19410,110,0,UDP,29,725000,725000,2900,2900,5800,0
30,32,10.0.0.30,10.0.0.31,30000,600000,3000,3000000000,300000000000,31,15500,500,19441,111,1,ICMP,30,750000,750000,3000,3000,6000,1
31,33,10.0.0.31,10.0.0.32,31000,620000,3100,3100000000,310000000000,32,16000,500,19470,112,0,TCP,31,775000,775000,3100,3100,6200,0
32,34,10.0.0.32,10.0.0.33,32000,640000,3200,3200000000,320000000000,33,16500,500,19498,113,1,UDP,32,800000,800000,3200,3200,6400,1
33,35,10.0.0.33,10.0.0.34,33000,660000,3300,3300000000,330000000000,34,17000,500,19525,114,0,ICMP,33,825000,825000,3300,3300,6600,0
34,36,10.0.0.34,10.0.0.35,34000,
