dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1,3,10.0.0.2,10.0.0.12,118948,131709048,271,329000000,271000000000.0,5,7385,13482,14745836,449,1,TCP,1,4425,1492,0,0.0,0.0,0
2,4,10.0.0.3,10.0.0.10,923,90454,943,166000000,943000000000.0,9,4942,30,2940,1,1,ICMP,1,6087,1542,0,0.0,0.0,1
3,5,10.0.0.5,10.0.0.10,609,59682,623,197000000,623000000000.0,7,4920,30,2940,1,1,ICMP,3,133892837,258333435,0,2438.0,2438.0,0
4,3,10.0.0.9,10.0.0.5,106474,113501284,233,975000000,234000000000.0,6,7916,13536,14429376,451,0,UDP,1,4498,182881464,0,6438.0,6438.0,1
5,4,10.0.0.1,10.0.0.7,134643,143529438,310,611000000,311000000000.0,4,1931,7570,8069620,252,0,UDP,3,4463,373549391,0,4670.0,4670.0,0
6,2,10.0.0.7,10.0.0.1,131292,135586616,1130,141000000,1130000000000.0,5,2053,29,2842,0,1,ICMP,4,135735373,271182079,1,1.0,2.0,1
7,1,10.0.0.4,10.0.0.3,83622,87134124,297,481000000,297000000000.0,3,4440,9217,9604114,307,0,UDP,3,245258049,4337,2529,0.0,2529.0,0
8,7,10.0.0.12,10.0.0.1,121026,7019508,413,80000000,413000000000.0,3,7385,8097,469626,269,1,TCP,3,466943805,33299824,236,126.0,362.0,1
9,4,10.0.0.10,10.0.0.5,206039,11126106,354,176000000,354000000000.0,5,6696,16021,865134,534,1,TCP,1,6914187,6434570,123,115.0,238.0,0
10,3,10.0.0.6,10.0.0.2,1430,144460,142,210000000,142000000000.0,8,4949,15,1447,0,1,ICMP,3,3719,1539,0,0.0,0.0,1
11,5,10.0.0.7,10.0.0.4,1390,137586,158,247000000,158000000000.0,7,4920,30,2940,1,1,ICMP,4,135750556,271209664,1,1.0,2.0,0
12,2,10.0.0.1,10.0.0.9,113787,124529356,258,529000000,258000000000.0,5,7385,13482,14745836,449,1,TCP,1,4425,1492,0,0.0,0.0,1
13,4,10.0.0.5,10.0.0.7,849,83717,863,183000000,863000000000.0,9,4942,30,2940,1,1,ICMP,1,6087,1542,0,0.0,0.0,0
14,3,10.0.0.4,10.0.0.1,140945,145048008,288,739000000,288000000000.0,6,7916,13536,14429376,451,0,UDP,1,4498,182881464,0,6438.0,6438.0,1
15,4,10.0.0.2,10.0.0.3,126693,133794756,1158,135000000,1158000000000.0,4,1931,7570,8069620,252,0,UDP,3,4463,373549391,0,4670.0,4670.0,0
16,2,10.0.0.9,10.0.0.5,131468,135817376,1131,1420000000,1131000000000.0,5,2053,29,2842,0,1,ICMP,4,135735373,271182079,1,1.0,2.0,1
17,1,10.0.0.10,10.0.0.4,836,81744,853,193000000,853000000000.0,3,4440,9217,9604114,307,0,UDP,3,245258049,4337,2529,0.0,2529.0,0
18,7,10.0.0.3,10.0.0.6,121026,7019508,413,80000000,413000000000.0,3,7385,8097,469626,269,1,TCP,3,466943805,33299824,236,126.0,362.0,1
19,4,10.0.0.7,10.0.0.2,206039,11126106,354,176000000,354000000000.0,5,6696,16021,865134,534,1,TCP,1,6914187,6434570,123,115.0,238.0,1
20,3,10.0.0.8,10.0.0.1,1430,144460,142,210000000,142000000000.0,8,4949,15,1447,0,1,ICMP,3,3719,1539,0,0.0,0.0,0
21,5,10.0.0.2,10.0.0.9,1390,137586,158,247000000,158000000000.0,7,4920,30,2940,1,1,ICMP,4,135750556,271209664,1,1.0,2.0,1
22,2,10.0.0.3,10.0.0.4,113787,124529356,258,529000000,258000000000.0,5,7385,13482,14745836,449,1,TCP,1,4425,1492,0,0.0,0.0,0
23,1,10.0.0.5,10.0.0.8,140945,145048008,288,739000000,288000000000.0,6,7916,13536,14429376,451,0,UDP,1,4498,182881464,0,6438.0,6438.0,1
24,7,10.0.0.4,10.0.0.10,126693,133794756,1158,135000000,1158000000000.0,4,1931,7570,8069620,252,0,UDP,3,4463,373549391,0,4670.0,4670.0,1
25,4,10.0.0.6,10.0.0.7,131468,135817376,1131,1420000000,1131000000000.0,5,2053,29,2842,0,1,ICMP,4,135735373,271182079,1,1.0,2.0,0
26,3,10.0.0.1,10.0.0.8,836,81744,853,193000000,853000000000.0,3,4440,9217,9604114,307,0,UDP,3,245258049,4337,2529,0.0,2529.0,1
27,5,10.0.0.9,10.0.0.3,121026,7019508,413,80000000,413000000000.0,3,7385,8097,469626,269,1,TCP,3,466943805,33299824,236,126.0,362.0,0
28,2,10.0.0.4,10.0.0.6,206039,11126106,354,176000000,354000000000.0,5,6696,16021,865134,534,1,TCP,1,6914187,6434570,123,115.0,238.0,1
29,1,10.0.0.7,10.0.0.8,1430,144460,142,210000000,142000000000.0,8,
