dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1,4,10.0.0.1,10.0.0.4,2072,204536,213,743000000,213743000000.0,7,4357,146,143032,0,1,UDP,3,120812,135101,0,0.0,0.0,0
2,3,10.0.0.3,10.0.0.6,1423,141086,148,853000000,148853000000.0,5,1057,29,2842,0,1,TCP,2,135553,13599,0,0.0,0.0,1
3,2,10.0.0.5,10.0.0.2,3192,316976,321,720000000,321720000000.0,4,2385,8012,663228,267,1,ICMP,3,135530098,134715380,0,0.0,0.0,1
4,5,10.0.0.8,10.0.0.7,1022,100634,106,820000000,106820000000.0,3,1931,29,2842,0,1,TCP,1,4266,3339,0,0.0,0.0,0
5,1,10.0.0.4,10.0.0.3,2412,237948,250,579000000,250579000000.0,4,3443,30,2940,1,0,ICMP,2,41199,66773258,0,2515.0,2515.0,1
6,7,10.0.0.2,10.0.0.5,3722,367902,384,611000000,384611000000.0,4,4440,0,0,0,0,UDP,2,4053,1242,0,0.0,0.0,0
7,6,10.0.0.6,10.0.0.1,1202,118512,123,919000000,123919000000.0,3,22,0,0,0,1,ICMP,1,4037,1102,0,0.0,0.0,1
8,4,10.0.0.7,10.0.0.8,2600,254800,267,945000000,267945000000.0,4,1057,8988,9338120,299,1,TCP,2,5143,1312,0,0.0,0.0,0
9,3,10.0.0.1,10.0.0.2,1802,176712,187,760000000,187760000000.0,5,7385,8886,515388,296,1,ICMP,3,464265717,31861366,506,271.0,777.0,1
10,2,10.0.0.4,10.0.0.5,1322,129072,136,820000000,136820000000.0,4,1931,9435,9831270,314,0,UDP,2,3579,1172,0,0.0,0.0,0
11,7,10.0.0.3,10.0.0.9,2192,215936,225,735000000,225735000000.0,7,4357,146,143032,0,1,TCP,1,271115452,271098648,2,2.0,4.0,1
12,6,10.0.0.8,10.0.0.4,3322,327902,343,605000000,343605000000.0,5,1057,29,2842,0,1,ICMP,2,88253,135544296,0,0.0,0.0,0
13,5,10.0.0.2,10.0.0.7,1702,166812,177,788000000,177788000000.0,4,3443,30,2940,1,0,TCP,3,135530098,134715380,0,0.0,0.0,1
14,1,10.0.0.5,10.0.0.8,3122,308336,322,631000000,322630000000.0,3,1931,29,2842,0,1,ICMP,1,4266,3339,0,0.0,0.0,0
15,4,10.0.0.9,10.0.0.3,2202,216632,227,719000000,227719000000.0,4,2385,8012,663228,267,1,UDP,2,4053,1242,0,0.0,0.0,1
16,3,10.0.0.7,10.0.0.6,2402,236832,247,570000000,247570000000.0,3,22,0,0,0,1,TCP,1,4037,1102,0,0.0,0.0,0
17,2,10.0.0.3,10.0.0.1,3722,367902,384,611000000,384611000000.0,4,1057,8988,9338120,299,1,ICMP,3,30555,156001367,0,4972.0,4972.0,1
18,7,10.0.0.4,10.0.0.2,1202,118512,123,919000000,123919000000.0,5,7385,8886,515388,296,1,UDP,2,3579,1172,0,0.0,0.0,0
19,6,10.0.0.5,10.0.0.9,4122,407712,423,549000000,423549000000.0,7,4357,146,143032,0,1,TCP,1,271115452,271098648,2,2.0,4.0,1
20,5,10.0.0.1,10.0.0.8,3202,316672,327,632000000,327632
