dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1,7,10.0.0.2,10.0.0.7,1232,143432,322,872000000,323000000000.0,6,3245,2045,145623,257,1,TCP,2,156476,856,0,0.0,0.0,1
2,2,10.0.0.14,10.0.0.8,2134,193432,243,843000000,244000000000.0,5,4536,2345,145623,257,1,UDP,3,85632,856,0,0.0,0.0,0
3,3,10.0.0.5,10.0.0.9,3123,293432,123,873000000,124000000000.0,9,2345,2045,145623,257,1,ICMP,1,85632,856,0,0.0,0.0,1
4,4,10.0.0.7,10.0.0.4,4123,453432,123,873000000,124000000000.0,8,2345,2045,145623,257,1,TCP,2,85632,856,0,0.0,0.0,0
5,5,10.0.0.2,10.0.0.3,5123,563432,123,873000000,124000000000.0,7,2345,2045,145623,257,1,UDP,3,85632,856,0,0.0,0.0,1
6,6,10.0.0.8,10.0.0.7,6123,673432,123,873000000,124000000000.0,6,2345,2045,145623,257,1,ICMP,1,85632,856,0,0.0,0.0,0
7,7,10.0.0.9,10.0.0.4,7123,783432,123,873000000,124000000000.0,5,2345,2045,145623,257,1,TCP,2,85632,856,0,0.0,0.0,1
8,2,10.0.0.3,10.0.0.2,8123,893432,123,873000000,124000000000.0,4,2345,2045,145623,257,1,UDP,3,85632,856,0,0.0,0.0,0
9,3,10.0.0.4,10.0.0.9,9123,903432,123,873000000,124000000000.0,3,2345,2045,145623,257,1,ICMP,1,85632,856,0,0.0,0.0,1
10,4,10.0.0.7,10.0.0.8,10123,993432,123,873000000,124000000000.0,2,2345,2045,145623,257,1,TCP,2,85632,856,0,0.0,0.0,0
11,5,10.0.0.2,10.0.0.1,11123,1113432,123,873000000,124000000000.0,1,2345,2045,145623,257,1,UDP,3,85632,856,0,0.0,0.0,1
12,6,10.0.0.8,10.0.0.3,12123,1223432,123,873000000,124000000000.0,0,2345,2045,145623,257,1,ICMP,1,85632,856,0,0.0,0.0,0
13,7,10.0.0.9,10.0.0.2,13123,1333432,123,873000000,124000000000.0,4,2345,2045,145623,257,1,TCP,2,85632,856,0,0.0,0.0,1
14,2,10.0.0.3,10.0.0.4,14123,1443432,123,873000000,124000000000.0,3,2345,2045,145623,257,1,UDP,3,85632,856,0,0.0,0.0,0
15,3,10.0.0.4,10.0.0.7,15123,1553432,123,873000000,124000000000.0,2,2345,2045,145623,257,1,ICMP,1,85632,856,0,0.0,0.0,1
16,4,10.0.0.7,10.0.0.2,16123,1663432,123,873000000,124000000000.0,1,2345,2045,145623,257,1,TCP,2,85632,856,0,0.0,0.0,0
17,5,10.0.0.2,10.0.0.8,17123,1773432,123,873000000,124000000000.0,0,2345,2045,145623,257,1,UDP,3,85632,856,0,0.0,0.0,1
18,6,10.0.0.8,10.0.0.4,18123,1883432,123,873000000,124000000000.0,4,2345,2045,145623,257,1,ICMP,1,85632,856,0,0.0,0.0,0
19,7,10.0.0.9,10.0.0.7,19123,1993432,123,873000000,124000000000.0,3,2345,2045,145623,257,1,TCP,2,85632,856,0,0.0,0.0,1
20,2,10.0.0.3,10.0.0.9,20123,2003432,123,873000000,124000000000.0,2,2345,2045,145623,257,1,UDP,3,85632,856,0,0.0,0.0,0
........
99981,7,10.0.0.9,10.0.0.2,99981,99983432,123,873000000,124000000000.0,2,2345,2045,145623,257,1,TCP,2,85632,856,0,0.0,0.0,1
99982,2,10.0.0.3,10.0.0.4,99982,99984432,123,873000000,124000000000.0,1,2345,2045,145623,257,1,UDP,3,85632,856,0,0.0,0.0,0
99983,3,10.0.0.4,10.0.0.7,99983,99985432,123,873000000,124000000000.0,0,2345,2045,145623,257,1,ICMP,1,85632,856,0,0.0,0.0,1
99984,4,10.0.0.7,10.0.0.2,99984,99986432,123,873000000,124000000000.0,4,2345,2045,145623,257,1,TCP,2,85632,856,0,0.0,0.0,0
99985,5,10.0.0.2,10.0.0.8,99985,99988432,123,873000000,124000000000.0,3,2345,2045,145623,257,1,UDP,3,85632,856,0,0.0,0.0,1
99986,6,10.0.0.8,10.0.0.4,99986,99989432,123,873000000,124000000000.0,2,2345,2045,145623,257,1,ICMP,1,85632,856,0,0.0,0.0,0
99987,7,10.0.0.9,10.0.0.7,99987,99990432,123,873000000,124000000000.0,1,2345,2045,145623,257,1,TCP,2,85632,856,0,0.0,0.0,1
99988,2,10.0.0.3,10.0.0.9,99988,99991432,123,873000000,124000000000.0,0,2345,2045,145623,257,1,UDP,3,85632,856,0,0.0,0.0,0
99989,3,10.0.0.4,10.0.0.2,99989,99992432,123,873000000,124000000000.0,4,2345,2045,145623,257,1,ICMP,1,85632,856,0,0.0,0
